pixId,fieldRa,fieldDec,fieldGl,fieldGb,fieldEl,fieldEb,starDensity_r25
56,297.0,75.34073424154306,107.5035865915101,22.71309213835669,57.171871222791594,77.77379453088949,0
57,315.0,75.34073424154306,109.85342186753965,18.742715055208517,50.97028786978637,73.4984710256597,0
58,333.0,75.34073424154306,113.2391464119133,15.560173676651418,51.10606947423106,68.96082662770398,0
59,351.0,75.34073424154306,117.37287962688029,13.421043529755536,54.358745839652975,64.60625834147847,0
60,7.499999999999999,72.38756092964962,121.28948827650547,9.584213397199798,54.1677306719239,59.18051712803168,0
61,22.5,72.38756092964962,125.87891125697813,9.736818476291491,60.06564598116757,55.93808894860521,0
62,37.5,72.38756092964962,130.31415557548942,10.943501757768065,66.35421585258091,53.24652857259826,0
63,52.5,72.38756092964962,134.3648275784682,13.134615352957628,72.9218530806137,51.16861887795676,0
64,67.5,72.38756092964962,137.8210105304866,16.18683000791499,79.68027789956176,49.75409275043856,0
65,82.5,72.38756092964962,140.4947705985751,19.93300973880495,86.55091124928951,49.03764057763793,0
66,97.5,72.38756092964962,142.21302899086496,24.170715247383313,93.45867475202408,49.037123325729404,0
67,112.49999999999999,72.38756092964962,142.80726587355878,28.666232469818247,100.3293091920703,49.75253738325569,0
68,127.50000000000001,72.38756092964962,142.1097852579685,33.15342635703673,107.08775284127867,51.16601700781926,0
69,142.5,72.38756092964962,139.97130375444243,37.33023097839404,113.65546198455682,53.24287393211625,0
70,157.5,72.38756092964962,136.31882101204894,40.86094285636569,119.94421700397695,55.933387580388676,0
71,172.49999999999997,72.38756092964962,131.2623793968997,43.39911917956007,125.84253125756464,59.174799503340374,0
72,187.50000000000003,72.38756092964962,125.20851981674433,44.64580643046064,131.186573073432,62.89267026098804,0
73,202.5,72.38756092964962,118.86259805072642,44.43473737189185,135.69514255633615,67.00011245514814,0
74,217.5,72.38756092964962,113.03256723057459,42.795072904142,138.8087206058554,71.39125234927182,0
75,232.5,72.38756092964962,108.34988003431992,39.939580913076014,139.22860314295272,75.91653759627644,0
76,247.50000000000003,72.38756092964962,105.12867372861311,36.18886139066156,133.3698329886115,80.28488508252539,0
77,262.5,72.38756092964962,103.4138420432442,31.89052440250777,110.85534793123489,83.61581817630338,0
78,277.5,72.38756092964962,103.10171278573313,27.371774293206578,69.23256005012011,83.61983412030015,0
79,292.5,72.38756092964962,104.03396301251344,22.924180383983046,46.67146345774111,80.29258051362743,0
80,307.49999999999994,72.38756092964962,106.04213534481828,18.804272019783802,40.79420172717429,75.92489070801933,0
81,322.5,72.38756092964962,108.95730418061802,15.236929262523846,41.2070267223468,71.39936253145554,0
82,337.5,72.38756092964962,112.60320814148143,12.41515946931909,44.31746042849382,67.00760354798582,0
83,352.5,72.38756092964962,116.78605365832628,10.49459701754154,48.82448161400919,62.89933587690948,0
84,6.428571428571429,69.4225464945822,120.6604371773516,6.664327886280437,49.474667761102396,57.49189420214955,0
85,19.285714285714285,69.4225464945822,125.20176909852712,6.6641632122963275,55.292971684676466,54.36939301102047,0
86,32.142857142857146,69.4225464945822,129.6560901818321,7.563999477259518,61.321356881892214,51.68169067757187,0
87,45.0,69.4225464945822,133.85475056143895,9.324340369021968,67.51837875620198,49.47265920449384,0
88,57.857142857142854,69.4225464945822,137.6432647876436,11.870135093626182,73.84714645409716,47.78003387522711,0
89,70.71428571428571,69.4225464945822,140.88462685610756,15.09717676384477,80.27130928428923,46.63388278542508,0
90,83.57142857142858,69.4225464945822,143.45628491222683,18.878686158051124,86.75348633735491,46.0551824762913,0
91,96.42857142857142,69.4225464945822,145.2421430052742,23.069981882053156,93.25514508973195,46.05471828161328,0
92,109.28571428571429,69.4225464945822,146.12247560999248,27.509889113623927,99.73728425954711,46.63248550864462,0
